"","x","y","year","month","day","yearcount","monthactual","alt"
"1553",3610,-0.403940886699507,"09","09",14,634,"Sep",2
"1554",3611,-0.558510638297872,"09","09",15,635,"Sep",1
"1555",3612,-0.601078167115903,"09","09",16,636,"Sep",2
"1556",3613,-0.417322834645669,"09","09",17,637,"Sep",1
"1557",3614,-0.373584905660377,"09","09",18,638,"Sep",2
"1558",3615,-0.0792682926829268,"09","09",19,639,"Sep",1
"1559",3617,-0.234323432343234,"09","09",21,641,"Sep",1
"1560",3618,-0.320987654320988,"09","09",22,642,"Sep",2
"1561",3619,-0.390663390663391,"09","09",23,643,"Sep",1
"1562",3620,-0.342372881355932,"09","09",24,644,"Sep",2
"1563",3621,-0.318032786885246,"09","09",25,645,"Sep",1
"1564",3624,-0.32425068119891,"09","09",28,648,"Sep",2
"1565",3625,-0.188191881918819,"09","09",29,649,"Sep",1
"1566",3626,-0.371824480369515,"09","09",30,650,"Sep",2
"1567",3639,-0.311475409836066,"09","10",12,663,"Oct",1
"1568",3640,-0.24375,"09","10",13,664,"Oct",2
"1569",3641,-0.183800623052959,"09","10",14,665,"Oct",1
"1570",3642,-0.322683706070288,"09","10",15,666,"Oct",2
"1571",3643,-0.333333333333333,"09","10",16,667,"Oct",1
"1572",3646,-0.266666666666667,"09","10",19,670,"Oct",2
"1573",3647,-0.148648648648649,"09","10",20,671,"Oct",1
"1574",3648,-0.359773371104816,"09","10",21,672,"Oct",2
"1575",3650,-0.3375,"09","10",23,674,"Oct",2
"1576",3653,-0.390243902439024,"09","10",26,677,"Oct",1
"1577",3654,-0.435483870967742,"09","10",27,678,"Oct",2
"1578",3655,-0.251612903225806,"09","10",28,679,"Oct",1
"1579",3656,-0.211538461538462,"09","10",29,680,"Oct",2
"1580",3657,-0.371007371007371,"09","10",30,681,"Oct",1
"1581",3668,-0.381546134663342,"09","11",10,692,"Nov",2
"1582",3669,-0.158208955223881,"09","11",11,693,"Nov",1
"1583",3670,-0.184357541899441,"09","11",12,694,"Nov",2
"1584",3671,-0.310541310541311,"09","11",13,695,"Nov",1
"1585",3674,-0.0144927536231884,"09","11",16,698,"Nov",2
"1586",3675,-0.350724637681159,"09","11",17,699,"Nov",1
"1587",3676,-0.274725274725275,"09","11",18,700,"Nov",2
"1588",3677,-0.37037037037037,"09","11",19,701,"Nov",1
"1589",3678,-0.2,"09","11",20,702,"Nov",2
"1590",3681,-0.208722741433022,"09","11",23,705,"Nov",1
"1591",3682,0.0888030888030888,"09","11",24,706,"Nov",2
"1592",3683,-0.0201342281879195,"09","11",25,707,"Nov",1
"1593",3685,-0.0752688172043011,"09","11",27,709,"Nov",1
"1594",3688,-0.411764705882353,"09","11",30,712,"Nov",2
"1595",3699,-0.0938511326860841,"09","12",10,723,"Dec",1
"1596",3700,-0.237113402061856,"09","12",11,724,"Dec",2
"1597",3703,-0.178247734138973,"09","12",14,727,"Dec",1
"1598",3704,-0.067524115755627,"09","12",15,728,"Dec",2
"1599",3705,-0.0758620689655172,"09","12",16,729,"Dec",1
"1600",3707,-0.173252279635258,"09","12",18,731,"Dec",1
"1601",3708,-0.142857142857143,"09","12",19,732,"Dec",2
"1602",3710,-0.181494661921708,"09","12",21,734,"Dec",2
"1603",3711,-0.0915254237288136,"09","12",22,735,"Dec",1
"1604",3712,-0.0994152046783626,"09","12",23,736,"Dec",2
"1605",3717,-0.447674418604651,"09","12",28,741,"Dec",1
"1606",3718,-0.287292817679558,"09","12",29,742,"Dec",2
"1607",3719,-0.281818181818182,"09","12",30,743,"Dec",1
"1608",3720,0.11484593837535,"09","12",31,744,"Dec",2
"1609",3731,-0.260726072607261,"10","01",11,11,"Jan",1
"1610",3732,-0.477477477477477,"10","01",12,12,"Jan",2
"1611",3733,-0.514018691588785,"10","01",13,13,"Jan",1
"1612",3734,-0.348684210526316,"10","01",14,14,"Jan",2
"1613",3735,-0.317241379310345,"10","01",15,15,"Jan",1
"1614",3738,-0.258964143426295,"10","01",18,18,"Jan",2
"1615",3739,-0.104477611940299,"10","01",19,19,"Jan",1
"1616",3740,-0.273311897106109,"10","01",20,20,"Jan",2
"1617",3741,-0.246666666666667,"10","01",21,21,"Jan",1
"1618",3742,-0.148936170212766,"10","01",22,22,"Jan",2
"1619",3743,-0.409594095940959,"10","01",23,23,"Jan",1
"1620",3745,-0.431506849315068,"10","01",25,25,"Jan",1
"1621",3746,-0.222222222222222,"10","01",26,26,"Jan",2
"1622",3748,-0.119741100323625,"10","01",28,28,"Jan",2
"1623",3749,-0.120622568093385,"10","01",29,29,"Jan",1
"1624",3761,-0.210191082802548,"10","02",10,41,"Feb",1
"1625",3762,-0.189189189189189,"10","02",11,42,"Feb",2
"1626",3763,-0.323420074349442,"10","02",12,43,"Feb",1
"1627",3766,-0.294871794871795,"10","02",15,46,"Feb",2
"1628",3767,-0.329446064139942,"10","02",16,47,"Feb",1
"1629",3768,-0.211428571428571,"10","02",17,48,"Feb",2
"1630",3769,-0.318801089918256,"10","02",18,49,"Feb",1
"1631",3770,-0.0830564784053156,"10","02",19,50,"Feb",2
"1632",3773,-0.320754716981132,"10","02",22,53,"Feb",1
"1633",3774,-0.266666666666667,"10","02",23,54,"Feb",2
"1634",3775,-0.224615384615385,"10","02",24,55,"Feb",1
"1635",3776,-0.169054441260745,"10","02",25,56,"Feb",2
"1636",3777,-0.175141242937853,"10","02",26,57,"Feb",1
"1637",3792,-0.254237288135593,"10","03",10,72,"Mar",2
"1638",3793,-0.177358490566038,"10","03",11,73,"Mar",1
"1639",3794,-0.266457680250784,"10","03",12,74,"Mar",2
"1640",3797,-0.262458471760797,"10","03",15,77,"Mar",1
"1641",3798,-0.246006389776358,"10","03",16,78,"Mar",2
"1642",3799,-0.360230547550432,"10","03",17,79,"Mar",1
"1643",3800,-0.15850144092219,"10","03",18,80,"Mar",2
"1644",3801,-0.304075235109718,"10","03",19,81,"Mar",1
"1645",3804,-0.247706422018349,"10","03",22,84,"Mar",2
"1646",3805,-0.339080459770115,"10","03",23,85,"Mar",1
"1647",3806,-0.333333333333333,"10","03",24,86,"Mar",2
"1648",3807,-0.326259946949602,"10","03",25,87,"Mar",1
"1649",3808,-0.481481481481481,"10","03",26,88,"Mar",2
"1650",3811,-0.558139534883721,"10","03",29,91,"Mar",1
"1651",3812,-0.605714285714286,"10","03",30,92,"Mar",2
"1652",3813,-0.43859649122807,"10","03",31,93,"Mar",1
"1653",3825,-0.240579710144928,"10","04",12,105,"Apr",1
"1654",3826,0.0985915492957746,"10","04",13,106,"Apr",2
"1655",3827,-0.255555555555556,"10","04",14,107,"Apr",1
"1656",3828,-0.344709897610922,"10","04",15,108,"Apr",2
"1657",3829,-0.426470588235294,"10","04",16,109,"Apr",1
"1658",3832,-0.348973607038123,"10","04",19,112,"Apr",2
"1659",3833,-0.515463917525773,"10","04",20,113,"Apr",1
"1660",3834,-0.459807073954984,"10","04",21,114,"Apr",2
"1661",3835,-0.428571428571429,"10","04",22,115,"Apr",1
"1662",3836,-0.415,"10","04",23,116,"Apr",2
"1663",3839,-0.329479768786127,"10","04",26,119,"Apr",1
"1664",3840,-0.411042944785276,"10","04",27,120,"Apr",2
"1665",3841,-0.465045592705167,"10","04",28,121,"Apr",1
"1666",3842,-0.335443037974684,"10","04",29,122,"Apr",2
"1667",3843,-0.45859872611465,"10","04",30,123,"Apr",1
"1668",3854,-0.201342281879195,"10","05",10,134,"May",2
"1669",3855,-0.393939393939394,"10","05",11,135,"May",1
"1670",3856,-0.399399399399399,"10","05",12,136,"May",2
"1671",3857,-0.42756183745583,"10","05",13,137,"May",1
"1672",3858,-0.348837209302326,"10","05",14,138,"May",2
"1673",3859,-0.307692307692308,"10","05",15,139,"May",1
"1674",3861,-0.26241134751773,"10","05",17,141,"May",1
"1675",3862,-0.240506329113924,"10","05",18,142,"May",2
"1676",3863,-0.32258064516129,"10","05",19,143,"May",1
"1677",3864,-0.277955271565495,"10","05",20,144,"May",2
"1678",3865,-0.193650793650794,"10","05",21,145,"May",1
"1679",3868,-0.315985130111524,"10","05",24,148,"May",2
"1680",3869,-0.222972972972973,"10","05",25,149,"May",1
"1681",3870,-0.256944444444444,"10","05",26,150,"May",2
"1682",3871,-0.267175572519084,"10","05",27,151,"May",1
"1683",3872,-0.371647509578544,"10","05",28,152,"May",2
"1684",3875,-0.598705501618123,"10","05",31,155,"May",1
"1685",3886,-0.505376344086022,"10","06",11,166,"Jun",2
"1686",3889,-0.26241134751773,"10","06",14,169,"Jun",1
"1687",3890,-0.155378486055777,"10","06",15,170,"Jun",2
"1688",3891,-0.121107266435986,"10","06",16,171,"Jun",1
"1689",3892,-0.360995850622407,"10","06",17,172,"Jun",2
"1690",3893,-0.111913357400722,"10","06",18,173,"Jun",1
"1691",3896,-0.358208955223881,"10","06",21,176,"Jun",2
"1692",3897,-0.267515923566879,"10","06",22,177,"Jun",1
"1693",3898,-0.40952380952381,"10","06",23,178,"Jun",2
"1694",3899,-0.379591836734694,"10","06",24,179,"Jun",1
"1695",3903,-0.263157894736842,"10","06",28,183,"Jun",1
"1696",3904,-0.252252252252252,"10","06",29,184,"Jun",2
"1697",3905,-0.425806451612903,"10","06",30,185,"Jun",1
"1698",3916,-0.335526315789474,"10","07",10,196,"Jul",2
"1699",3918,-0.0657439446366782,"10","07",12,198,"Jul",2
"1700",3919,-0.24,"10","07",13,199,"Jul",1
"1701",3920,-0.254901960784314,"10","07",14,200,"Jul",2
"1702",3921,-0.174242424242424,"10","07",15,201,"Jul",1
"1703",3922,-0.271317829457364,"10","07",16,202,"Jul",2
"1704",3925,-0.488549618320611,"10","07",19,205,"Jul",1
"1705",3926,-0.474103585657371,"10","07",20,206,"Jul",2
"1706",3927,-0.527777777777778,"10","07",21,207,"Jul",1
"1707",3928,-0.482889733840304,"10","07",22,208,"Jul",2
"1708",3929,-0.494809688581315,"10","07",23,209,"Jul",1
"1709",3932,-0.327217125382263,"10","07",26,212,"Jul",2
"1710",3933,-0.275204359673025,"10","07",27,213,"Jul",1
"1711",3934,-0.333333333333333,"10","07",28,214,"Jul",2
"1712",3935,-0.53133514986376,"10","07",29,215,"Jul",1
"1713",3936,-0.430985915492958,"10","07",30,216,"Jul",2
"1714",3947,-0.294871794871795,"10","08",10,227,"Aug",1
"1715",3948,-0.373417721518987,"10","08",11,228,"Aug",2
"1716",3949,-0.390728476821192,"10","08",12,229,"Aug",1
"1717",3950,-0.381578947368421,"10","08",13,230,"Aug",2
"1718",3953,-0.267692307692308,"10","08",16,233,"Aug",1
"1719",3954,-0.333333333333333,"10","08",17,234,"Aug",2
"1720",3955,-0.38328530259366,"10","08",18,235,"Aug",1
"1721",3956,-0.443609022556391,"10","08",19,236,"Aug",2
"1722",3957,-0.474452554744526,"10","08",20,237,"Aug",1
"1723",3960,-0.51702786377709,"10","08",23,240,"Aug",2
"1724",3961,-0.0104529616724739,"10","08",24,241,"Aug",1
"1725",3962,0.0193050193050193,"10","08",25,242,"Aug",2
"1726",3963,-0.212121212121212,"10","08",26,243,"Aug",1
"1727",3967,-0.110294117647059,"10","08",30,247,"Aug",1
"1728",3968,-0.291139240506329,"10","08",31,248,"Aug",2
"1729",3978,-0.14540059347181,"10","09",10,258,"Sep",2
"1730",3981,-0.0630630630630631,"10","09",13,261,"Sep",1
"1731",3982,0.087431693989071,"10","09",14,262,"Sep",2
"1732",3983,-0.206703910614525,"10","09",15,263,"Sep",1
"1733",3984,-0.5,"10","09",16,264,"Sep",2
"1734",3985,-0.513812154696133,"10","09",17,265,"Sep",1
"1735",3988,-0.268115942028986,"10","09",20,268,"Sep",2
"1736",3989,-0.31055900621118,"10","09",21,269,"Sep",1
"1737",3990,-0.246835443037975,"10","09",22,270,"Sep",2
"1738",3991,-0.101928374655647,"10","09",23,271,"Sep",1
"1739",3992,-0.386138613861386,"10","09",24,272,"Sep",2
"1740",3995,-0.466216216216216,"10","09",27,275,"Sep",1
"1741",3996,-0.575418994413408,"10","09",28,276,"Sep",2
"1742",3997,-0.281767955801105,"10","09",29,277,"Sep",1
"1743",3998,-0.331360946745562,"10","09",30,278,"Sep",2
"1744",4009,-0.625377643504532,"10","10",10,289,"Oct",1
