"","x","y","year","month","day","yearcount","monthactual","alt"
"1879",4290,-0.0657439446366782,"10","07",12,570,"Jul",2
"1880",4291,-0.24,"10","07",13,571,"Jul",1
"1881",4292,-0.254901960784314,"10","07",14,572,"Jul",2
"1882",4293,-0.174242424242424,"10","07",15,573,"Jul",1
"1883",4294,-0.271317829457364,"10","07",16,574,"Jul",2
"1884",4297,-0.488549618320611,"10","07",19,577,"Jul",1
"1885",4298,-0.474103585657371,"10","07",20,578,"Jul",2
"1886",4299,-0.527777777777778,"10","07",21,579,"Jul",1
"1887",4300,-0.482889733840304,"10","07",22,580,"Jul",2
"1888",4301,-0.494809688581315,"10","07",23,581,"Jul",1
"1889",4304,-0.327217125382263,"10","07",26,584,"Jul",2
"1890",4305,-0.275204359673025,"10","07",27,585,"Jul",1
"1891",4306,-0.333333333333333,"10","07",28,586,"Jul",2
"1892",4307,-0.53133514986376,"10","07",29,587,"Jul",1
"1893",4308,-0.430985915492958,"10","07",30,588,"Jul",2
"1894",4319,-0.294871794871795,"10","08",10,599,"Aug",1
"1895",4320,-0.373417721518987,"10","08",11,600,"Aug",2
"1896",4321,-0.390728476821192,"10","08",12,601,"Aug",1
"1897",4322,-0.381578947368421,"10","08",13,602,"Aug",2
"1898",4325,-0.267692307692308,"10","08",16,605,"Aug",1
"1899",4326,-0.333333333333333,"10","08",17,606,"Aug",2
"1900",4327,-0.38328530259366,"10","08",18,607,"Aug",1
"1901",4328,-0.443609022556391,"10","08",19,608,"Aug",2
"1902",4329,-0.474452554744526,"10","08",20,609,"Aug",1
"1903",4332,-0.51702786377709,"10","08",23,612,"Aug",2
"1904",4333,-0.0104529616724739,"10","08",24,613,"Aug",1
"1905",4334,0.0193050193050193,"10","08",25,614,"Aug",2
"1906",4335,-0.212121212121212,"10","08",26,615,"Aug",1
"1907",4339,-0.110294117647059,"10","08",30,619,"Aug",1
"1908",4340,-0.291139240506329,"10","08",31,620,"Aug",2
"1909",4350,-0.14540059347181,"10","09",10,630,"Sep",2
"1910",4353,-0.0630630630630631,"10","09",13,633,"Sep",1
"1911",4354,0.087431693989071,"10","09",14,634,"Sep",2
"1912",4355,-0.206703910614525,"10","09",15,635,"Sep",1
"1913",4356,-0.5,"10","09",16,636,"Sep",2
"1914",4357,-0.513812154696133,"10","09",17,637,"Sep",1
"1915",4360,-0.268115942028986,"10","09",20,640,"Sep",2
"1916",4361,-0.31055900621118,"10","09",21,641,"Sep",1
"1917",4362,-0.246835443037975,"10","09",22,642,"Sep",2
"1918",4363,-0.101928374655647,"10","09",23,643,"Sep",1
"1919",4364,-0.386138613861386,"10","09",24,644,"Sep",2
"1920",4367,-0.466216216216216,"10","09",27,647,"Sep",1
"1921",4368,-0.575418994413408,"10","09",28,648,"Sep",2
"1922",4369,-0.281767955801105,"10","09",29,649,"Sep",1
"1923",4370,-0.331360946745562,"10","09",30,650,"Sep",2
"1924",4381,-0.625377643504532,"10","10",10,661,"Oct",1
"1925",4382,-0.0731707317073171,"10","10",11,662,"Oct",2
"1926",4383,0.11214953271028,"10","10",12,663,"Oct",1
"1927",4384,0.129032258064516,"10","10",13,664,"Oct",2
"1928",4385,-0.34185303514377,"10","10",14,665,"Oct",1
"1929",4386,0.0662020905923345,"10","10",15,666,"Oct",2
"1930",4387,0.0662020905923345,"10","10",16,667,"Oct",1
"1931",4389,-0.416666666666667,"10","10",18,669,"Oct",1
"1932",4390,-0.0411764705882353,"10","10",19,670,"Oct",2
"1933",4391,-0.306748466257669,"10","10",20,671,"Oct",1
"1934",4392,-0.220338983050847,"10","10",21,672,"Oct",2
"1935",4393,-0.25,"10","10",22,673,"Oct",1
"1936",4396,-0.459154929577465,"10","10",25,676,"Oct",2
"1937",4397,-0.3125,"10","10",26,677,"Oct",1
"1938",4398,-0.322884012539185,"10","10",27,678,"Oct",2
"1939",4399,-0.564971751412429,"10","10",28,679,"Oct",1
"1940",4400,-0.435064935064935,"10","10",29,680,"Oct",2
"1941",4412,-0.333333333333333,"10","11",10,692,"Nov",2
"1942",4413,-0.10625,"10","11",11,693,"Nov",1
"1943",4414,0.0114068441064639,"10","11",12,694,"Nov",2
"1944",4417,-0.110320284697509,"10","11",15,697,"Nov",1
"1945",4418,0.0716981132075472,"10","11",16,698,"Nov",2
"1946",4419,-0.291338582677165,"10","11",17,699,"Nov",1
"1947",4420,-0.174917491749175,"10","11",18,700,"Nov",2
"1948",4421,-0.082089552238806,"10","11",19,701,"Nov",1
"1949",4424,-0.321917808219178,"10","11",22,704,"Nov",2
"1950",4425,-0.326599326599327,"10","11",23,705,"Nov",1
"1951",4426,-0.277456647398844,"10","11",24,706,"Nov",2
"1952",4431,-0.215277777777778,"10","11",29,711,"Nov",1
"1953",4432,-0.040650406504065,"10","11",30,712,"Nov",2
"1954",4443,-0.116751269035533,"10","12",10,723,"Dec",1
"1955",4446,-0.305263157894737,"10","12",13,726,"Dec",2
"1956",4447,-0.298701298701299,"10","12",14,727,"Dec",1
"1957",4448,-0.289719626168224,"10","12",15,728,"Dec",2
"1958",4449,-0.15406162464986,"10","12",16,729,"Dec",1
"1959",4450,-0.327635327635328,"10","12",17,730,"Dec",2
"1960",4453,-0.210084033613445,"10","12",20,733,"Dec",1
"1961",4454,-0.409214092140921,"10","12",21,734,"Dec",2
"1962",4455,-0.206106870229008,"10","12",22,735,"Dec",1
"1963",4456,-0.0659340659340659,"10","12",23,736,"Dec",2
"1964",4460,-0.297805642633229,"10","12",27,740,"Dec",2
"1965",4461,-0.300275482093664,"10","12",28,741,"Dec",1
"1966",4462,-0.337313432835821,"10","12",29,742,"Dec",2
"1967",4463,-0.185667752442997,"10","12",30,743,"Dec",1
"1968",4464,0.129554655870445,"10","12",31,744,"Dec",2
"1969",4474,-0.383116883116883,"11","01",10,10,"Jan",2
"1970",4475,-0.307420494699647,"11","01",11,11,"Jan",1
"1971",4477,-0.0862470862470862,"11","01",13,13,"Jan",1
"1972",4478,-0.602446483180428,"11","01",14,14,"Jan",2
"1973",4481,-0.165644171779141,"11","01",17,17,"Jan",1
"1974",4482,-0.208722741433022,"11","01",18,18,"Jan",2
"1975",4483,-0.303896103896104,"11","01",19,19,"Jan",1
"1976",4484,-0.312820512820513,"11","01",20,20,"Jan",2
"1977",4485,-0.041958041958042,"11","01",21,21,"Jan",1
"1978",4488,-0.269461077844311,"11","01",24,24,"Jan",2
"1979",4490,-0.197368421052632,"11","01",26,26,"Jan",2
"1980",4491,-0.283276450511945,"11","01",27,27,"Jan",1
"1981",4492,-0.17037037037037,"11","01",28,28,"Jan",2
"1982",4495,-0.283950617283951,"11","01",31,31,"Jan",1
"1983",4505,-0.309973045822102,"11","02",10,41,"Feb",1
"1984",4506,-0.0504451038575668,"11","02",11,42,"Feb",2
"1985",4509,-0.283746556473829,"11","02",14,45,"Feb",1
"1986",4510,-0.228070175438596,"11","02",15,46,"Feb",2
"1987",4511,-0.516417910447761,"11","02",16,47,"Feb",1
"1988",4512,-0.358288770053476,"11","02",17,48,"Feb",2
"1989",4513,-0.245283018867925,"11","02",18,49,"Feb",1
"1990",4516,-0.464516129032258,"11","02",21,52,"Feb",2
"1991",4517,-0.469026548672566,"11","02",22,53,"Feb",1
"1992",4518,-0.33134328358209,"11","02",23,54,"Feb",2
"1993",4519,-0.495384615384615,"11","02",24,55,"Feb",1
"1994",4520,-0.394557823129252,"11","02",25,56,"Feb",2
"1995",4523,-0.259036144578313,"11","02",28,59,"Feb",1
"1996",4536,-0.390977443609023,"11","03",10,72,"Mar",2
"1997",4537,-0.472527472527473,"11","03",11,73,"Mar",1
"1998",4539,-0.535714285714286,"11","03",13,75,"Mar",1
"1999",4540,-0.459016393442623,"11","03",14,76,"Mar",2
"2000",4541,-0.594501718213058,"11","03",15,77,"Mar",1
"2001",4542,-0.314285714285714,"11","03",16,78,"Mar",2
"2002",4543,-0.342657342657343,"11","03",17,79,"Mar",1
"2003",4544,-0.323843416370107,"11","03",18,80,"Mar",2
"2004",4547,-0.264516129032258,"11","03",21,83,"Mar",1
"2005",4548,-0.476014760147601,"11","03",22,84,"Mar",2
"2006",4549,-0.342318059299191,"11","03",23,85,"Mar",1
"2007",4550,-0.358361774744027,"11","03",24,86,"Mar",2
"2008",4551,-0.365853658536585,"11","03",25,87,"Mar",1
"2009",4554,-0.397350993377483,"11","03",28,90,"Mar",2
"2010",4555,-0.53133514986376,"11","03",29,91,"Mar",1
"2011",4556,-0.415730337078652,"11","03",30,92,"Mar",2
"2012",4557,-0.416393442622951,"11","03",31,93,"Mar",1
"2013",4568,-0.552870090634441,"11","04",11,104,"Apr",2
"2014",4569,-0.102661596958175,"11","04",12,105,"Apr",1
"2015",4570,-0.447447447447447,"11","04",13,106,"Apr",2
"2016",4571,-0.357894736842105,"11","04",14,107,"Apr",1
"2017",4572,-0.463722397476341,"11","04",15,108,"Apr",2
"2018",4575,-0.453947368421053,"11","04",18,111,"Apr",1
"2019",4576,-0.313868613138686,"11","04",19,112,"Apr",2
"2020",4577,-0.355329949238579,"11","04",20,113,"Apr",1
"2021",4578,-0.437086092715232,"11","04",21,114,"Apr",2
"2022",4579,-0.168195718654434,"11","04",22,115,"Apr",1
"2023",4582,-0.0294117647058824,"11","04",25,118,"Apr",2
"2024",4583,-0.0632183908045977,"11","04",26,119,"Apr",1
"2025",4584,-0.173745173745174,"11","04",27,120,"Apr",2
"2026",4585,-0.0254777070063694,"11","04",28,121,"Apr",1
"2027",4586,0.032258064516129,"11","04",29,122,"Apr",2
"2028",4598,-0.347826086956522,"11","05",10,134,"May",2
"2029",4599,-0.18413597733711,"11","05",11,135,"May",1
"2030",4600,-0.194139194139194,"11","05",12,136,"May",2
"2031",4601,-0.433242506811989,"11","05",13,137,"May",1
"2032",4604,-0.349315068493151,"11","05",16,140,"May",2
"2033",4605,-0.26875,"11","05",17,141,"May",1
"2034",4606,-0.449275362318841,"11","05",18,142,"May",2
"2035",4607,-0.267080745341615,"11","05",19,143,"May",1
"2036",4608,-0.167235494880546,"11","05",20,144,"May",2
"2037",4611,-0.164835164835165,"11","05",23,147,"May",1
"2038",4612,-0.483050847457627,"11","05",24,148,"May",2
"2039",4613,-0.293286219081272,"11","05",25,149,"May",1
"2040",4614,-0.390334572490706,"11","05",26,150,"May",2
"2041",4615,-0.22397476340694,"11","05",27,151,"May",1
"2042",4618,-0.284722222222222,"11","05",30,154,"May",2
"2043",4619,-0.4818401937046,"11","05",31,155,"May",1
"2044",4629,-0.486666666666667,"11","06",10,165,"Jun",1
"2045",4633,-0.385135135135135,"11","06",14,169,"Jun",1
"2046",4634,-0.3,"11","06",15,170,"Jun",2
"2047",4635,-0.47093023255814,"11","06",16,171,"Jun",1
"2048",4636,-0.509677419354839,"11","06",17,172,"Jun",2
"2049",4639,-0.380281690140845,"11","06",20,175,"Jun",1
"2050",4640,-0.205298013245033,"11","06",21,176,"Jun",2
"2051",4641,-0.138888888888889,"11","06",22,177,"Jun",1
"2052",4642,-0.46360153256705,"11","06",23,178,"Jun",2
"2053",4643,-0.211267605633803,"11","06",24,179,"Jun",1
"2054",4646,-0.383116883116883,"11","06",27,182,"Jun",2
"2055",4647,-0.382262996941896,"11","06",28,183,"Jun",1
"2056",4648,-0.395638629283489,"11","06",29,184,"Jun",2
"2057",4649,-0.23841059602649,"11","06",30,185,"Jun",1
"2058",4661,-0.408955223880597,"11","07",11,197,"Jul",1
"2059",4662,-0.263440860215054,"11","07",12,198,"Jul",2
"2060",4663,-0.355828220858896,"11","07",13,199,"Jul",1
"2061",4664,-0.333333333333333,"11","07",14,200,"Jul",2
"2062",4665,-0.232323232323232,"11","07",15,201,"Jul",1
"2063",4668,-0.278947368421053,"11","07",18,204,"Jul",2
"2064",4669,-0.17816091954023,"11","07",19,205,"Jul",1
"2065",4670,-0.342175066312997,"11","07",20,206,"Jul",2
"2066",4671,-0.307692307692308,"11","07",21,207,"Jul",1
"2067",4672,-0.523809523809524,"11","07",22,208,"Jul",2
"2068",4675,-0.369565217391304,"11","07",25,211,"Jul",1
"2069",4676,-0.396103896103896,"11","07",26,212,"Jul",2
"2070",4677,-0.366336633663366,"11","07",27,213,"Jul",1
"2071",4678,-0.232786885245902,"11","07",28,214,"Jul",2
"2072",4679,-0.444444444444444,"11","07",29,215,"Jul",1
"2073",4691,-0.620253164556962,"11","08",10,227,"Aug",1
"2074",4692,-0.283950617283951,"11","08",11,228,"Aug",2
"2075",4693,-0.164473684210526,"11","08",12,229,"Aug",1
"2076",4696,-0.380530973451327,"11","08",15,232,"Aug",2
"2077",4697,-0.431034482758621,"11","08",16,233,"Aug",1
"2078",4698,-0.43448275862069,"11","08",17,234,"Aug",2
"2079",4699,-0.411411411411411,"11","08",18,235,"Aug",1
"2080",4700,-0.424242424242424,"11","08",19,236,"Aug",2
"2081",4703,-0.242320819112628,"11","08",22,239,"Aug",1
"2082",4704,-0.25,"11","08",23,240,"Aug",2
"2083",4705,-0.297872340425532,"11","08",24,241,"Aug",1
"2084",4706,-0.330612244897959,"11","08",25,242,"Aug",2
"2085",4707,-0.415929203539823,"11","08",26,243,"Aug",1
"2086",4711,-0.451428571428571,"11","08",30,247,"Aug",1
"2087",4712,-0.403508771929825,"11","08",31,248,"Aug",2
"2088",4725,-0.335365853658537,"11","09",13,261,"Sep",1
"2089",4726,-0.349544072948328,"11","09",14,262,"Sep",2
"2090",4727,-0.30188679245283,"11","09",15,263,"Sep",1
"2091",4728,-0.364963503649635,"11","09",16,264,"Sep",2
"2092",4731,-0.385416666666667,"11","09",19,267,"Sep",1
"2093",4732,-0.317507418397626,"11","09",20,268,"Sep",2
"2094",4733,-0.325373134328358,"11","09",21,269,"Sep",1
"2095",4734,-0.358778625954198,"11","09",22,270,"Sep",2
"2096",4735,-0.2265625,"11","09",23,271,"Sep",1
"2097",4738,-0.22093023255814,"11","09",26,274,"Sep",2
"2098",4739,-0.289256198347107,"11","09",27,275,"Sep",1
"2099",4740,-0.412121212121212,"11","09",28,276,"Sep",2
"2100",4741,-0.358024691358025,"11","09",29,277,"Sep",1
"2101",4742,-0.379518072289157,"11","09",30,278,"Sep",2
"2102",4753,-0.428571428571429,"11","10",10,289,"Oct",1
"2103",4754,-0.430809399477807,"11","10",11,290,"Oct",2
"2104",4755,-0.444168734491315,"11","10",12,291,"Oct",1
"2105",4756,-0.288235294117647,"11","10",13,292,"Oct",2
"2106",4757,-0.356521739130435,"11","10",14,293,"Oct",1
"2107",4760,-0.0878378378378378,"11","10",17,296,"Oct",2
"2108",4761,-0.249283667621777,"11","10",18,297,"Oct",1
"2109",4762,-0.349480968858132,"11","10",19,298,"Oct",2
"2110",4763,-0.389408099688474,"11","10",20,299,"Oct",1
"2111",4764,-0.321554770318021,"11","10",21,300,"Oct",2
"2112",4767,-0.275985663082437,"11","10",24,303,"Oct",1
"2113",4768,-0.27683615819209,"11","10",25,304,"Oct",2
"2114",4769,-0.317460317460317,"11","10",26,305,"Oct",1
"2115",4770,-0.210227272727273,"11","10",27,306,"Oct",2
"2116",4771,-0.364341085271318,"11","10",28,307,"Oct",1
"2117",4774,-0.418060200668896,"11","10",31,310,"Oct",2
"2118",4784,-0.297124600638978,"11","11",10,320,"Nov",2
"2119",4785,-0.330985915492958,"11","11",11,321,"Nov",1
"2120",4788,-0.380368098159509,"11","11",14,324,"Nov",2
"2121",4789,-0.217105263157895,"11","11",15,325,"Nov",1
"2122",4790,-0.132867132867133,"11","11",16,326,"Nov",2
"2123",4791,-0.393393393393393,"11","11",17,327,"Nov",1
"2124",4792,-0.351190476190476,"11","11",18,328,"Nov",2
"2125",4795,-0.311392405063291,"11","11",21,331,"Nov",1
"2126",4797,-0.441988950276243,"11","11",23,333,"Nov",1
"2127",4799,-0.502762430939227,"11","11",25,335,"Nov",1
"2128",4802,-0.103448275862069,"11","11",28,338,"Nov",2
"2129",4803,-0.486842105263158,"11","11",29,339,"Nov",1
"2130",4804,-0.205776173285199,"11","11",30,340,"Nov",2
"2131",4817,-0.232142857142857,"11","12",12,353,"Dec",1
"2132",4818,-0.259259259259259,"11","12",13,354,"Dec",2
"2133",4819,-0.461794019933555,"11","12",14,355,"Dec",1
"2134",4820,-0.245283018867925,"11","12",15,356,"Dec",2
"2135",4821,-0.326530612244898,"11","12",16,357,"Dec",1
"2136",4824,-0.215017064846416,"11","12",19,360,"Dec",2
"2137",4825,-0.253561253561254,"11","12",20,361,"Dec",1
"2138",4826,-0.35149863760218,"11","12",21,362,"Dec",2
"2139",4827,-0.356756756756757,"11","12",22,363,"Dec",1
"2140",4831,-0.26984126984127,"11","12",26,367,"Dec",1
"2141",4832,-0.189189189189189,"11","12",27,368,"Dec",2
"2142",4833,-0.153094462540717,"11","12",28,369,"Dec",1
"2143",4834,-0.223367697594502,"11","12",29,370,"Dec",2
"2144",4835,-0.25974025974026,"11","12",30,371,"Dec",1
"2145",4846,-0.383116883116883,"11","01",10,382,"Jan",2
"2146",4847,-0.307420494699647,"11","01",11,383,"Jan",1
"2147",4849,-0.0862470862470862,"11","01",13,385,"Jan",1
"2148",4850,-0.602446483180428,"11","01",14,386,"Jan",2
"2149",4853,-0.165644171779141,"11","01",17,389,"Jan",1
"2150",4854,-0.208722741433022,"11","01",18,390,"Jan",2
"2151",4855,-0.303896103896104,"11","01",19,391,"Jan",1
"2152",4856,-0.312820512820513,"11","01",20,392,"Jan",2
"2153",4857,-0.041958041958042,"11","01",21,393,"Jan",1
"2154",4860,-0.269461077844311,"11","01",24,396,"Jan",2
"2155",4862,-0.197368421052632,"11","01",26,398,"Jan",2
"2156",4863,-0.283276450511945,"11","01",27,399,"Jan",1
"2157",4864,-0.17037037037037,"11","01",28,400,"Jan",2
"2158",4867,-0.283950617283951,"11","01",31,403,"Jan",1
"2159",4877,-0.309973045822102,"11","02",10,413,"Feb",1
"2160",4878,-0.0504451038575668,"11","02",11,414,"Feb",2
"2161",4881,-0.283746556473829,"11","02",14,417,"Feb",1
"2162",4882,-0.228070175438596,"11","02",15,418,"Feb",2
"2163",4883,-0.516417910447761,"11","02",16,419,"Feb",1
"2164",4884,-0.358288770053476,"11","02",17,420,"Feb",2
"2165",4885,-0.245283018867925,"11","02",18,421,"Feb",1
"2166",4888,-0.464516129032258,"11","02",21,424,"Feb",2
"2167",4889,-0.469026548672566,"11","02",22,425,"Feb",1
"2168",4890,-0.33134328358209,"11","02",23,426,"Feb",2
"2169",4891,-0.495384615384615,"11","02",24,427,"Feb",1
"2170",4892,-0.394557823129252,"11","02",25,428,"Feb",2
"2171",4895,-0.259036144578313,"11","02",28,431,"Feb",1
"2172",4908,-0.390977443609023,"11","03",10,444,"Mar",2
"2173",4909,-0.472527472527473,"11","03",11,445,"Mar",1
"2174",4911,-0.535714285714286,"11","03",13,447,"Mar",1
"2175",4912,-0.459016393442623,"11","03",14,448,"Mar",2
"2176",4913,-0.594501718213058,"11","03",15,449,"Mar",1
"2177",4914,-0.314285714285714,"11","03",16,450,"Mar",2
"2178",4915,-0.342657342657343,"11","03",17,451,"Mar",1
"2179",4916,-0.323843416370107,"11","03",18,452,"Mar",2
"2180",4919,-0.264516129032258,"11","03",21,455,"Mar",1
"2181",4920,-0.476014760147601,"11","03",22,456,"Mar",2
"2182",4921,-0.342318059299191,"11","03",23,457,"Mar",1
"2183",4922,-0.358361774744027,"11","03",24,458,"Mar",2
"2184",4923,-0.365853658536585,"11","03",25,459,"Mar",1
"2185",4926,-0.397350993377483,"11","03",28,462,"Mar",2
"2186",4927,-0.53133514986376,"11","03",29,463,"Mar",1
"2187",4928,-0.415730337078652,"11","03",30,464,"Mar",2
"2188",4929,-0.416393442622951,"11","03",31,465,"Mar",1
"2189",4940,-0.552870090634441,"11","04",11,476,"Apr",2
"2190",4941,-0.102661596958175,"11","04",12,477,"Apr",1
"2191",4942,-0.447447447447447,"11","04",13,478,"Apr",2
"2192",4943,-0.357894736842105,"11","04",14,479,"Apr",1
"2193",4944,-0.463722397476341,"11","04",15,480,"Apr",2
"2194",4947,-0.453947368421053,"11","04",18,483,"Apr",1
"2195",4948,-0.313868613138686,"11","04",19,484,"Apr",2
"2196",4949,-0.355329949238579,"11","04",20,485,"Apr",1
"2197",4950,-0.437086092715232,"11","04",21,486,"Apr",2
"2198",4951,-0.168195718654434,"11","04",22,487,"Apr",1
"2199",4954,-0.0294117647058824,"11","04",25,490,"Apr",2
"2200",4955,-0.0632183908045977,"11","04",26,491,"Apr",1
"2201",4956,-0.173745173745174,"11","04",27,492,"Apr",2
"2202",4957,-0.0254777070063694,"11","04",28,493,"Apr",1
"2203",4958,0.032258064516129,"11","04",29,494,"Apr",2
"2204",4970,-0.347826086956522,"11","05",10,506,"May",2
"2205",4971,-0.18413597733711,"11","05",11,507,"May",1
"2206",4972,-0.194139194139194,"11","05",12,508,"May",2
"2207",4973,-0.433242506811989,"11","05",13,509,"May",1
"2208",4976,-0.349315068493151,"11","05",16,512,"May",2
"2209",4977,-0.26875,"11","05",17,513,"May",1
"2210",4978,-0.449275362318841,"11","05",18,514,"May",2
"2211",4979,-0.267080745341615,"11","05",19,515,"May",1
"2212",4980,-0.167235494880546,"11","05",20,516,"May",2
"2213",4983,-0.164835164835165,"11","05",23,519,"May",1
"2214",4984,-0.483050847457627,"11","05",24,520,"May",2
"2215",4985,-0.293286219081272,"11","05",25,521,"May",1
"2216",4986,-0.390334572490706,"11","05",26,522,"May",2
"2217",4987,-0.22397476340694,"11","05",27,523,"May",1
"2218",4990,-0.284722222222222,"11","05",30,526,"May",2
"2219",4991,-0.4818401937046,"11","05",31,527,"May",1
"2220",5001,-0.486666666666667,"11","06",10,537,"Jun",1
"2221",5005,-0.385135135135135,"11","06",14,541,"Jun",1
"2222",5006,-0.3,"11","06",15,542,"Jun",2
"2223",5007,-0.47093023255814,"11","06",16,543,"Jun",1
"2224",5008,-0.509677419354839,"11","06",17,544,"Jun",2
"2225",5011,-0.380281690140845,"11","06",20,547,"Jun",1
"2226",5012,-0.205298013245033,"11","06",21,548,"Jun",2
"2227",5013,-0.138888888888889,"11","06",22,549,"Jun",1
"2228",5014,-0.46360153256705,"11","06",23,550,"Jun",2
"2229",5015,-0.211267605633803,"11","06",24,551,"Jun",1
"2230",5018,-0.383116883116883,"11","06",27,554,"Jun",2
"2231",5019,-0.382262996941896,"11","06",28,555,"Jun",1
"2232",5020,-0.395638629283489,"11","06",29,556,"Jun",2
"2233",5021,-0.23841059602649,"11","06",30,557,"Jun",1
"2234",5033,-0.408955223880597,"11","07",11,569,"Jul",1
"2235",5034,-0.263440860215054,"11","07",12,570,"Jul",2
"2236",5035,-0.355828220858896,"11","07",13,571,"Jul",1
"2237",5036,-0.333333333333333,"11","07",14,572,"Jul",2
"2238",5037,-0.232323232323232,"11","07",15,573,"Jul",1
"2239",5040,-0.278947368421053,"11","07",18,576,"Jul",2
"2240",5041,-0.17816091954023,"11","07",19,577,"Jul",1
"2241",5042,-0.342175066312997,"11","07",20,578,"Jul",2
"2242",5043,-0.307692307692308,"11","07",21,579,"Jul",1
"2243",5044,-0.523809523809524,"11","07",22,580,"Jul",2
"2244",5047,-0.369565217391304,"11","07",25,583,"Jul",1
"2245",5048,-0.396103896103896,"11","07",26,584,"Jul",2
"2246",5049,-0.366336633663366,"11","07",27,585,"Jul",1
"2247",5050,-0.232786885245902,"11","07",28,586,"Jul",2
"2248",5051,-0.444444444444444,"11","07",29,587,"Jul",1
"2249",5063,-0.620253164556962,"11","08",10,599,"Aug",1
"2250",5064,-0.283950617283951,"11","08",11,600,"Aug",2
"2251",5065,-0.164473684210526,"11","08",12,601,"Aug",1
"2252",5068,-0.380530973451327,"11","08",15,604,"Aug",2
"2253",5069,-0.431034482758621,"11","08",16,605,"Aug",1
"2254",5070,-0.43448275862069,"11","08",17,606,"Aug",2
"2255",5071,-0.411411411411411,"11","08",18,607,"Aug",1
"2256",5072,-0.424242424242424,"11","08",19,608,"Aug",2
"2257",5075,-0.242320819112628,"11","08",22,611,"Aug",1
"2258",5076,-0.25,"11","08",23,612,"Aug",2
"2259",5077,-0.297872340425532,"11","08",24,613,"Aug",1
"2260",5078,-0.330612244897959,"11","08",25,614,"Aug",2
"2261",5079,-0.415929203539823,"11","08",26,615,"Aug",1
"2262",5083,-0.451428571428571,"11","08",30,619,"Aug",1
"2263",5084,-0.403508771929825,"11","08",31,620,"Aug",2
"2264",5097,-0.335365853658537,"11","09",13,633,"Sep",1
"2265",5098,-0.349544072948328,"11","09",14,634,"Sep",2
"2266",5099,-0.30188679245283,"11","09",15,635,"Sep",1
"2267",5100,-0.364963503649635,"11","09",16,636,"Sep",2
"2268",5103,-0.385416666666667,"11","09",19,639,"Sep",1
"2269",5104,-0.317507418397626,"11","09",20,640,"Sep",2
"2270",5105,-0.325373134328358,"11","09",21,641,"Sep",1
"2271",5106,-0.358778625954198,"11","09",22,642,"Sep",2
"2272",5107,-0.2265625,"11","09",23,643,"Sep",1
"2273",5110,-0.22093023255814,"11","09",26,646,"Sep",2
"2274",5111,-0.289256198347107,"11","09",27,647,"Sep",1
"2275",5112,-0.412121212121212,"11","09",28,648,"Sep",2
"2276",5113,-0.358024691358025,"11","09",29,649,"Sep",1
"2277",5114,-0.379518072289157,"11","09",30,650,"Sep",2
"2278",5125,-0.428571428571429,"11","10",10,661,"Oct",1
"2279",5126,-0.430809399477807,"11","10",11,662,"Oct",2
"2280",5127,-0.444168734491315,"11","10",12,663,"Oct",1
"2281",5128,-0.288235294117647,"11","10",13,664,"Oct",2
"2282",5129,-0.356521739130435,"11","10",14,665,"Oct",1
"2283",5132,-0.0878378378378378,"11","10",17,668,"Oct",2
"2284",5133,-0.249283667621777,"11","10",18,669,"Oct",1
"2285",5134,-0.349480968858132,"11","10",19,670,"Oct",2
"2286",5135,-0.389408099688474,"11","10",20,671,"Oct",1
"2287",5136,-0.321554770318021,"11","10",21,672,"Oct",2
"2288",5139,-0.275985663082437,"11","10",24,675,"Oct",1
"2289",5140,-0.27683615819209,"11","10",25,676,"Oct",2
"2290",5141,-0.317460317460317,"11","10",26,677,"Oct",1
"2291",5142,-0.210227272727273,"11","10",27,678,"Oct",2
"2292",5143,-0.364341085271318,"11","10",28,679,"Oct",1
"2293",5146,-0.418060200668896,"11","10",31,682,"Oct",2
"2294",5156,-0.297124600638978,"11","11",10,692,"Nov",2
"2295",5157,-0.330985915492958,"11","11",11,693,"Nov",1
"2296",5160,-0.380368098159509,"11","11",14,696,"Nov",2
"2297",5161,-0.217105263157895,"11","11",15,697,"Nov",1
"2298",5162,-0.132867132867133,"11","11",16,698,"Nov",2
"2299",5163,-0.393393393393393,"11","11",17,699,"Nov",1
"2300",5164,-0.351190476190476,"11","11",18,700,"Nov",2
"2301",5167,-0.311392405063291,"11","11",21,703,"Nov",1
"2302",5169,-0.441988950276243,"11","11",23,705,"Nov",1
"2303",5171,-0.502762430939227,"11","11",25,707,"Nov",1
"2304",5174,-0.103448275862069,"11","11",28,710,"Nov",2
"2305",5175,-0.486842105263158,"11","11",29,711,"Nov",1
"2306",5176,-0.205776173285199,"11","11",30,712,"Nov",2
"2307",5189,-0.232142857142857,"11","12",12,725,"Dec",1
"2308",5190,-0.259259259259259,"11","12",13,726,"Dec",2
"2309",5191,-0.461794019933555,"11","12",14,727,"Dec",1
"2310",5192,-0.245283018867925,"11","12",15,728,"Dec",2
"2311",5193,-0.326530612244898,"11","12",16,729,"Dec",1
"2312",5196,-0.215017064846416,"11","12",19,732,"Dec",2
"2313",5197,-0.253561253561254,"11","12",20,733,"Dec",1
"2314",5198,-0.35149863760218,"11","12",21,734,"Dec",2
"2315",5199,-0.356756756756757,"11","12",22,735,"Dec",1
"2316",5203,-0.26984126984127,"11","12",26,739,"Dec",1
"2317",5204,-0.189189189189189,"11","12",27,740,"Dec",2
